WorkOrderID,Timestamp,ProductID,ProcessStep,MachineID,InputWeight_kg,GoodWeight_kg,ScrapWeight_kg,DurationHrs,EnergyConsumed_kWh,LossRateAssumed
WO-2024-M10-04833,2024-09-12,P-M10-BN-002,盤元進料/酸洗,盤元-M2,428.9,426.76,2.14,0.2,6.77,0.005
WO-2024-M10-04833,2024-09-12,P-M10-BN-002,抽線,抽線-M5,426.76,420.36,6.4,0.9,40.61,0.015
WO-2024-M10-04833,2024-09-12,P-M10-BN-002,成型,成型-M4,420.36,407.75,12.61,1.3,60.91,0.03
WO-2024-M10-04833,2024-09-12,P-M10-BN-002,檢測與包裝,檢測-M2,407.75,405.71,2.04,1.9,27.07,0.005
WO-2024-M12-04834,2024-09-12,P-M12-EH-001,盤元進料/酸洗,盤元-M3,3030.7,3015.55,15.15,1.5,43.23,0.005
WO-2024-M12-04834,2024-09-12,P-M12-EH-001,抽線,抽線-M1,3015.55,2970.32,45.23,7.8,259.36,0.015
WO-2024-M12-04834,2024-09-12,P-M12-EH-001,成型,成型-M2,2970.32,2881.21,89.11,25.3,389.04,0.03
WO-2024-M12-04834,2024-09-12,P-M12-EH-001,檢測與包裝,檢測-M5,2881.21,2866.8,14.41,3.6,172.91,0.005
WO-2024-CS-04835,2024-09-12,P-CS-BS-003,盤元進料/酸洗,盤元-M1,14117.8,14047.21,70.59,13.4,223.43,0.005
WO-2024-CS-04835,2024-09-12,P-CS-BS-003,抽線,抽線-M2,14047.21,13836.5,210.71,116.3,1340.58,0.015
WO-2024-CS-04835,2024-09-12,P-CS-BS-003,成型,成型-M5,13836.5,13421.41,415.09,65.4,2010.86,0.03
WO-2024-CS-04835,2024-09-12,P-CS-BS-003,檢測與包裝,檢測-M3,13421.41,13354.3,67.11,31.4,893.72,0.005
WO-2024-CS-04836,2024-09-12,P-CS-BS-003,盤元進料/酸洗,盤元-M1,13984.1,13914.18,69.92,16.6,221.31,0.005
WO-2024-CS-04836,2024-09-12,P-CS-BS-003,抽線,抽線-M4,13914.18,13705.47,208.71,38.4,1327.88,0.015
WO-2024-CS-04836,2024-09-12,P-CS-BS-003,成型,成型-M3,13705.47,13294.31,411.16,51.6,1991.83,0.03
WO-2024-CS-04836,2024-09-12,P-CS-BS-003,檢測與包裝,檢測-M4,13294.31,13227.84,66.47,61.3,885.26,0.005
WO-2024-CS-04837,2024-09-13,P-CS-BS-003,盤元進料/酸洗,盤元-M4,7289.1,7252.65,36.45,3.2,115.36,0.005
WO-2024-CS-04837,2024-09-13,P-CS-BS-003,抽線,抽線-M4,7252.65,7143.86,108.79,32.1,692.15,0.015
WO-2024-CS-04837,2024-09-13,P-CS-BS-003,成型,成型-M5,7143.86,6929.54,214.32,35.2,1038.22,0.03
WO-2024-CS-04837,2024-09-13,P-CS-BS-003,檢測與包裝,檢測-M2,6929.54,6894.89,34.65,44.3,461.43,0.005
WO-2024-M12-04838,2024-09-13,P-M12-EH-001,盤元進料/酸洗,盤元-M2,1619.4,1611.3,8.1,0.5,23.1,0.005
WO-2024-M12-04838,2024-09-13,P-M12-EH-001,抽線,抽線-M2,1611.3,1587.13,24.17,9.4,138.58,0.015
WO-2024-M12-04838,2024-09-13,P-M12-EH-001,成型,成型-M5,1587.13,1539.52,47.61,14.5,207.87,0.03
WO-2024-M12-04838,2024-09-13,P-M12-EH-001,檢測與包裝,檢測-M5,1539.52,1531.82,7.7,5.7,92.39,0.005
WO-2024-CS-04839,2024-09-13,P-CS-BS-003,盤元進料/酸洗,盤元-M1,10070.5,10020.15,50.35,10.1,159.38,0.005
WO-2024-CS-04839,2024-09-13,P-CS-BS-003,抽線,抽線-M1,10020.15,9869.85,150.3,30.1,956.26,0.015
WO-2024-CS-04839,2024-09-13,P-CS-BS-003,成型,成型-M4,9869.85,9573.75,296.1,87.4,1434.4,0.03
WO-2024-CS-04839,2024-09-13,P-CS-BS-003,檢測與包裝,檢測-M3,9573.75,9525.88,47.87,37.2,637.51,0.005
WO-2024-CS-04840,2024-09-13,P-CS-BS-003,盤元進料/酸洗,盤元-M2,8022.5,7982.39,40.11,9.5,126.96,0.005
WO-2024-CS-04840,2024-09-13,P-CS-BS-003,抽線,抽線-M4,7982.39,7862.65,119.74,47.9,761.79,0.015
WO-2024-CS-04840,2024-09-13,P-CS-BS-003,成型,成型-M1,7862.65,7626.77,235.88,38.1,1142.68,0.03
WO-2024-CS-04840,2024-09-13,P-CS-BS-003,檢測與包裝,檢測-M4,7626.77,7588.64,38.13,30.6,507.86,0.005
WO-2024-M12-04841,2024-09-13,P-M12-EH-001,盤元進料/酸洗,盤元-M1,1697.4,1688.91,8.49,0.9,24.21,0.005
WO-2024-M12-04841,2024-09-13,P-M12-EH-001,抽線,抽線-M2,1688.91,1663.58,25.33,4.2,145.26,0.015
WO-2024-M12-04841,2024-09-13,P-M12-EH-001,成型,成型-M1,1663.58,1613.67,49.91,15.9,217.89,0.03
WO-2024-M12-04841,2024-09-13,P-M12-EH-001,檢測與包裝,檢測-M3,1613.67,1605.6,8.07,2.4,96.84,0.005
WO-2024-CS-04842,2024-09-13,P-CS-BS-003,盤元進料/酸洗,盤元-M2,13001.7,12936.69,65.01,5.3,205.77,0.005
WO-2024-CS-04842,2024-09-13,P-CS-BS-003,抽線,抽線-M1,12936.69,12742.64,194.05,38.4,1234.59,0.015
WO-2024-CS-04842,2024-09-13,P-CS-BS-003,成型,成型-M1,12742.64,12360.36,382.28,73.7,1851.89,0.03
WO-2024-CS-04842,2024-09-13,P-CS-BS-003,檢測與包裝,檢測-M3,12360.36,12298.56,61.8,62.9,823.06,0.005
WO-2024-M10-04843,2024-09-13,P-M10-BN-002,盤元進料/酸洗,盤元-M1,722.1,718.49,3.61,0.2,11.39,0.005
WO-2024-M10-04843,2024-09-13,P-M10-BN-002,抽線,抽線-M3,718.49,707.71,10.78,1.5,68.37,0.015
WO-2024-M10-04843,2024-09-13,P-M10-BN-002,成型,成型-M1,707.71,686.48,21.23,2.5,102.55,0.03
WO-2024-M10-04843,2024-09-13,P-M10-BN-002,檢測與包裝,檢測-M1,686.48,683.05,3.43,1.7,45.58,0.005
WO-2024-M10-04844,2024-09-13,P-M10-BN-002,盤元進料/酸洗,盤元-M1,210.8,209.75,1.05,0.2,3.33,0.005
WO-2024-M10-04844,2024-09-13,P-M10-BN-002,抽線,抽線-M4,209.75,206.6,3.15,0.8,19.96,0.015
WO-2024-M10-04844,2024-09-13,P-M10-BN-002,成型,成型-M2,206.6,200.4,6.2,0.7,29.94,0.03
WO-2024-M10-04844,2024-09-13,P-M10-BN-002,檢測與包裝,檢測-M2,200.4,199.4,1,0.9,13.31,0.005
WO-2024-M12-04845,2024-09-13,P-M12-EH-001,盤元進料/酸洗,盤元-M1,1864.5,1855.18,9.32,1.2,26.59,0.005
WO-2024-M12-04845,2024-09-13,P-M12-EH-001,抽線,抽線-M3,1855.18,1827.35,27.83,3.7,159.56,0.015
WO-2024-M12-04845,2024-09-13,P-M12-EH-001,成型,成型-M4,1827.35,1772.53,54.82,10.8,239.35,0.03
WO-2024-M12-04845,2024-09-13,P-M12-EH-001,檢測與包裝,檢測-M1,1772.53,1763.67,8.86,4.5,106.38,0.005
WO-2024-CS-04846,2024-09-13,P-CS-BS-003,盤元進料/酸洗,盤元-M2,10502.4,10449.89,52.51,5.3,166.21,0.005
WO-2024-CS-04846,2024-09-13,P-CS-BS-003,抽線,抽線-M5,10449.89,10293.14,156.75,20.4,997.27,0.015
WO-2024-CS-04846,2024-09-13,P-CS-BS-003,成型,成型-M4,10293.14,9984.35,308.79,79.1,1495.9,0.03
WO-2024-CS-04846,2024-09-13,P-CS-BS-003,檢測與包裝,檢測-M5,9984.35,9934.43,49.92,16.2,664.85,0.005
WO-2024-CS-04847,2024-09-13,P-CS-BS-003,盤元進料/酸洗,盤元-M3,9656.4,9608.12,48.28,4.5,152.82,0.005
WO-2024-CS-04847,2024-09-13,P-CS-BS-003,抽線,抽線-M5,9608.12,9464,144.12,27.4,916.94,0.015
WO-2024-CS-04847,2024-09-13,P-CS-BS-003,成型,成型-M1,9464,9180.08,283.92,59,1375.41,0.03
WO-2024-CS-04847,2024-09-13,P-CS-BS-003,檢測與包裝,檢測-M2,9180.08,9134.18,45.9,14.9,611.29,0.005
WO-2024-CS-04848,2024-09-14,P-CS-BS-003,盤元進料/酸洗,盤元-M5,8652.3,8609.04,43.26,5.6,136.93,0.005
WO-2024-CS-04848,2024-09-14,P-CS-BS-003,抽線,抽線-M4,8609.04,8479.9,129.14,23.1,821.59,0.015
WO-2024-CS-04848,2024-09-14,P-CS-BS-003,成型,成型-M2,8479.9,8225.5,254.4,36.2,1232.38,0.03
WO-2024-CS-04848,2024-09-14,P-CS-BS-003,檢測與包裝,檢測-M1,8225.5,8184.37,41.13,12.2,547.73,0.005
WO-2024-M10-04849,2024-09-14,P-M10-BN-002,盤元進料/酸洗,盤元-M3,527.2,524.56,2.64,0.2,8.32,0.005
WO-2024-M10-04849,2024-09-14,P-M10-BN-002,抽線,抽線-M4,524.56,516.69,7.87,1.3,49.92,0.015
WO-2024-M10-04849,2024-09-14,P-M10-BN-002,成型,成型-M2,516.69,501.19,15.5,2.7,74.88,0.03
WO-2024-M10-04849,2024-09-14,P-M10-BN-002,檢測與包裝,檢測-M2,501.19,498.68,2.51,0.7,33.28,0.005
WO-2024-M12-04850,2024-09-14,P-M12-EH-001,盤元進料/酸洗,盤元-M5,1193.6,1187.63,5.97,0.7,17.02,0.005
WO-2024-M12-04850,2024-09-14,P-M12-EH-001,抽線,抽線-M1,1187.63,1169.82,17.81,2.9,102.15,0.015
WO-2024-M12-04850,2024-09-14,P-M12-EH-001,成型,成型-M4,1169.82,1134.73,35.09,3.2,153.22,0.03
WO-2024-M12-04850,2024-09-14,P-M12-EH-001,檢測與包裝,檢測-M1,1134.73,1129.06,5.67,3.3,68.1,0.005
WO-2024-M10-04851,2024-09-14,P-M10-BN-002,盤元進料/酸洗,盤元-M5,569.3,566.45,2.85,0.4,8.98,0.005
WO-2024-M10-04851,2024-09-14,P-M10-BN-002,抽線,抽線-M4,566.45,557.95,8.5,4.9,53.9,0.015
WO-2024-M10-04851,2024-09-14,P-M10-BN-002,成型,成型-M5,557.95,541.21,16.74,3.1,80.86,0.03
WO-2024-M10-04851,2024-09-14,P-M10-BN-002,檢測與包裝,檢測-M5,541.21,538.5,2.71,0.9,35.94,0.005
WO-2024-M10-04852,2024-09-14,P-M10-BN-002,盤元進料/酸洗,盤元-M1,810.8,806.75,4.05,0.5,12.79,0.005
WO-2024-M10-04852,2024-09-14,P-M10-BN-002,抽線,抽線-M4,806.75,794.65,12.1,2,76.77,0.015
WO-2024-M10-04852,2024-09-14,P-M10-BN-002,成型,成型-M5,794.65,770.81,23.84,2.3,115.15,0.03
WO-2024-M10-04852,2024-09-14,P-M10-BN-002,檢測與包裝,檢測-M3,770.81,766.96,3.85,3.4,51.18,0.005
WO-2024-M10-04853,2024-09-14,P-M10-BN-002,盤元進料/酸洗,盤元-M5,482.1,479.69,2.41,0.3,7.61,0.005
WO-2024-M10-04853,2024-09-14,P-M10-BN-002,抽線,抽線-M5,479.69,472.49,7.2,1.3,45.65,0.015
WO-2024-M10-04853,2024-09-14,P-M10-BN-002,成型,成型-M2,472.49,458.32,14.17,1.5,68.47,0.03
WO-2024-M10-04853,2024-09-14,P-M10-BN-002,檢測與包裝,檢測-M5,458.32,456.03,2.29,0.7,30.43,0.005
WO-2024-CS-04854,2024-09-14,P-CS-BS-003,盤元進料/酸洗,盤元-M3,4445.9,4423.67,22.23,1.4,70.36,0.005
WO-2024-CS-04854,2024-09-14,P-CS-BS-003,抽線,抽線-M4,4423.67,4357.31,66.36,18.3,422.17,0.015
WO-2024-CS-04854,2024-09-14,P-CS-BS-003,成型,成型-M1,4357.31,4226.59,130.72,14,633.26,0.03
WO-2024-CS-04854,2024-09-14,P-CS-BS-003,檢測與包裝,檢測-M2,4226.59,4205.46,21.13,6.3,281.45,0.005
WO-2024-M12-04855,2024-09-14,P-M12-EH-001,盤元進料/酸洗,盤元-M3,2001.5,1991.49,10.01,1.1,28.55,0.005
WO-2024-M12-04855,2024-09-14,P-M12-EH-001,抽線,抽線-M1,1991.49,1961.62,29.87,5.5,171.28,0.015
WO-2024-M12-04855,2024-09-14,P-M12-EH-001,成型,成型-M1,1961.62,1902.77,58.85,5.8,256.93,0.03
WO-2024-M12-04855,2024-09-14,P-M12-EH-001,檢測與包裝,檢測-M2,1902.77,1893.26,9.51,3.4,114.19,0.005
WO-2024-M10-04856,2024-09-14,P-M10-BN-002,盤元進料/酸洗,盤元-M4,325.2,323.57,1.63,0.5,5.13,0.005
WO-2024-M10-04856,2024-09-14,P-M10-BN-002,抽線,抽線-M2,323.57,318.72,4.85,0.9,30.79,0.015
WO-2024-M10-04856,2024-09-14,P-M10-BN-002,成型,成型-M3,318.72,309.16,9.56,1.2,46.18,0.03
WO-2024-M10-04856,2024-09-14,P-M10-BN-002,檢測與包裝,檢測-M1,309.16,307.61,1.55,1.2,20.53,0.005
WO-2024-CS-04857,2024-09-14,P-CS-BS-003,盤元進料/酸洗,盤元-M1,8101.6,8061.09,40.51,2.6,128.22,0.005
WO-2024-CS-04857,2024-09-14,P-CS-BS-003,抽線,抽線-M3,8061.09,7940.17,120.92,22,769.3,0.015
WO-2024-CS-04857,2024-09-14,P-CS-BS-003,成型,成型-M5,7940.17,7701.96,238.21,44.9,1153.95,0.03
WO-2024-CS-04857,2024-09-14,P-CS-BS-003,檢測與包裝,檢測-M2,7701.96,7663.45,38.51,46.9,512.87,0.005
WO-2024-M10-04858,2024-09-14,P-M10-BN-002,盤元進料/酸洗,盤元-M3,228.4,227.26,1.14,0.1,3.6,0.005
WO-2024-M10-04858,2024-09-14,P-M10-BN-002,抽線,抽線-M2,227.26,223.85,3.41,0.8,21.62,0.015
WO-2024-M10-04858,2024-09-14,P-M10-BN-002,成型,成型-M3,223.85,217.13,6.72,1.3,32.43,0.03
WO-2024-M10-04858,2024-09-14,P-M10-BN-002,檢測與包裝,檢測-M5,217.13,216.04,1.09,0.4,14.42,0.005
WO-2024-M12-04859,2024-09-14,P-M12-EH-001,盤元進料/酸洗,盤元-M3,716.4,712.82,3.58,0.4,10.22,0.005
WO-2024-M12-04859,2024-09-14,P-M12-EH-001,抽線,抽線-M1,712.82,702.13,10.69,1.9,61.31,0.015
WO-2024-M12-04859,2024-09-14,P-M12-EH-001,成型,成型-M4,702.13,681.07,21.06,1.9,91.96,0.03
WO-2024-M12-04859,2024-09-14,P-M12-EH-001,檢測與包裝,檢測-M2,681.07,677.66,3.41,2.7,40.87,0.005
WO-2024-CS-04860,2024-09-14,P-CS-BS-003,盤元進料/酸洗,盤元-M4,10201.1,10150.09,51.01,7.1,161.44,0.005
WO-2024-CS-04860,2024-09-14,P-CS-BS-003,抽線,抽線-M5,10150.09,9997.84,152.25,49.3,968.66,0.015
WO-2024-CS-04860,2024-09-14,P-CS-BS-003,成型,成型-M5,9997.84,9697.9,299.94,32.1,1452.99,0.03
WO-2024-CS-04860,2024-09-14,P-CS-BS-003,檢測與包裝,檢測-M3,9697.9,9649.41,48.49,41.1,645.77,0.005
WO-2024-CS-04861,2024-09-14,P-CS-BS-003,盤元進料/酸洗,盤元-M1,12193.4,12132.43,60.97,11.2,192.97,0.005
WO-2024-CS-04861,2024-09-14,P-CS-BS-003,抽線,抽線-M2,12132.43,11950.44,181.99,28.2,1157.84,0.015
WO-2024-CS-04861,2024-09-14,P-CS-BS-003,成型,成型-M4,11950.44,11591.93,358.51,35.6,1736.77,0.03
WO-2024-CS-04861,2024-09-14,P-CS-BS-003,檢測與包裝,檢測-M5,11591.93,11533.97,57.96,38.6,771.9,0.005
WO-2024-CS-04862,2024-09-14,P-CS-BS-003,盤元進料/酸洗,盤元-M5,12558.4,12495.61,62.79,5.6,198.75,0.005
WO-2024-CS-04862,2024-09-14,P-CS-BS-003,抽線,抽線-M4,12495.61,12308.18,187.43,64.3,1192.5,0.015
WO-2024-CS-04862,2024-09-14,P-CS-BS-003,成型,成型-M5,12308.18,11938.93,369.25,145.8,1788.75,0.03
WO-2024-CS-04862,2024-09-14,P-CS-BS-003,檢測與包裝,檢測-M3,11938.93,11879.24,59.69,34.6,795,0.005
WO-2024-M12-04863,2024-09-14,P-M12-EH-001,盤元進料/酸洗,盤元-M1,757.1,753.31,3.79,0.7,10.8,0.005
WO-2024-M12-04863,2024-09-14,P-M12-EH-001,抽線,抽線-M1,753.31,742.01,11.3,1.5,64.79,0.015
WO-2024-M12-04863,2024-09-14,P-M12-EH-001,成型,成型-M5,742.01,719.75,22.26,2,97.18,0.03
WO-2024-M12-04863,2024-09-14,P-M12-EH-001,檢測與包裝,檢測-M2,719.75,716.15,3.6,1.3,43.19,0.005
WO-2024-CS-04864,2024-09-15,P-CS-BS-003,盤元進料/酸洗,盤元-M5,12298.5,12237.01,61.49,9.9,194.64,0.005
WO-2024-CS-04864,2024-09-15,P-CS-BS-003,抽線,抽線-M3,12237.01,12053.45,183.56,26.9,1167.82,0.015
WO-2024-CS-04864,2024-09-15,P-CS-BS-003,成型,成型-M5,12053.45,11691.85,361.6,80.7,1751.74,0.03
WO-2024-CS-04864,2024-09-15,P-CS-BS-003,檢測與包裝,檢測-M5,11691.85,11633.39,58.46,17.5,778.55,0.005
WO-2024-CS-04865,2024-09-15,P-CS-BS-003,盤元進料/酸洗,盤元-M4,5980.7,5950.8,29.9,4.2,94.65,0.005
WO-2024-CS-04865,2024-09-15,P-CS-BS-003,抽線,抽線-M2,5950.8,5861.54,89.26,24,567.91,0.015
WO-2024-CS-04865,2024-09-15,P-CS-BS-003,成型,成型-M2,5861.54,5685.69,175.85,21.2,851.87,0.03
WO-2024-CS-04865,2024-09-15,P-CS-BS-003,檢測與包裝,檢測-M2,5685.69,5657.26,28.43,13.5,378.61,0.005
WO-2024-CS-04866,2024-09-15,P-CS-BS-003,盤元進料/酸洗,盤元-M5,11001.6,10946.59,55.01,7.4,174.11,0.005
WO-2024-CS-04866,2024-09-15,P-CS-BS-003,抽線,抽線-M3,10946.59,10782.39,164.2,75.4,1044.67,0.015
WO-2024-CS-04866,2024-09-15,P-CS-BS-003,成型,成型-M1,10782.39,10458.92,323.47,44.7,1567.01,0.03
WO-2024-CS-04866,2024-09-15,P-CS-BS-003,檢測與包裝,檢測-M2,10458.92,10406.63,52.29,45.3,696.45,0.005
WO-2024-M12-04867,2024-09-15,P-M12-EH-001,盤元進料/酸洗,盤元-M1,1178.4,1172.51,5.89,0.6,16.81,0.005
WO-2024-M12-04867,2024-09-15,P-M12-EH-001,抽線,抽線-M3,1172.51,1154.92,17.59,4,100.84,0.015
WO-2024-M12-04867,2024-09-15,P-M12-EH-001,成型,成型-M4,1154.92,1120.27,34.65,6.7,151.26,0.03
WO-2024-M12-04867,2024-09-15,P-M12-EH-001,檢測與包裝,檢測-M1,1120.27,1114.67,5.6,1.6,67.23,0.005
WO-2024-CS-04868,2024-09-15,P-CS-BS-003,盤元進料/酸洗,盤元-M2,11087,11031.56,55.44,3.9,175.46,0.005
WO-2024-CS-04868,2024-09-15,P-CS-BS-003,抽線,抽線-M5,11031.56,10866.09,165.47,68.2,1052.78,0.015
WO-2024-CS-04868,2024-09-15,P-CS-BS-003,成型,成型-M2,10866.09,10540.11,325.98,126.8,1579.17,0.03
WO-2024-CS-04868,2024-09-15,P-CS-BS-003,檢測與包裝,檢測-M3,10540.11,10487.41,52.7,30.4,701.85,0.005
WO-2024-M12-04869,2024-09-15,P-M12-EH-001,盤元進料/酸洗,盤元-M1,692.1,688.64,3.46,0.5,9.87,0.005
WO-2024-M12-04869,2024-09-15,P-M12-EH-001,抽線,抽線-M3,688.64,678.31,10.33,3.6,59.23,0.015
WO-2024-M12-04869,2024-09-15,P-M12-EH-001,成型,成型-M4,678.31,657.96,20.35,2.2,88.84,0.03
WO-2024-M12-04869,2024-09-15,P-M12-EH-001,檢測與包裝,檢測-M3,657.96,654.67,3.29,2.8,39.48,0.005
WO-2024-M12-04870,2024-09-15,P-M12-EH-001,盤元進料/酸洗,盤元-M1,2685.7,2672.27,13.43,1.2,38.31,0.005
WO-2024-M12-04870,2024-09-15,P-M12-EH-001,抽線,抽線-M2,2672.27,2632.19,40.08,6.2,229.84,0.015
WO-2024-M12-04870,2024-09-15,P-M12-EH-001,成型,成型-M4,2632.19,2553.22,78.97,6.9,344.76,0.03
WO-2024-M12-04870,2024-09-15,P-M12-EH-001,檢測與包裝,檢測-M3,2553.22,2540.45,12.77,3.2,153.23,0.005
WO-2024-M10-04871,2024-09-15,P-M10-BN-002,盤元進料/酸洗,盤元-M4,302.7,301.19,1.51,0.2,4.78,0.005
WO-2024-M10-04871,2024-09-15,P-M10-BN-002,抽線,抽線-M3,301.19,296.67,4.52,0.6,28.66,0.015
WO-2024-M10-04871,2024-09-15,P-M10-BN-002,成型,成型-M5,296.67,287.77,8.9,1.5,42.99,0.03
WO-2024-M10-04871,2024-09-15,P-M10-BN-002,檢測與包裝,檢測-M3,287.77,286.33,1.44,1.6,19.11,0.005
WO-2024-M10-04872,2024-09-15,P-M10-BN-002,盤元進料/酸洗,盤元-M4,790.4,786.45,3.95,0.8,12.47,0.005
WO-2024-M10-04872,2024-09-15,P-M10-BN-002,抽線,抽線-M5,786.45,774.65,11.8,2.3,74.84,0.015
WO-2024-M10-04872,2024-09-15,P-M10-BN-002,成型,成型-M4,774.65,751.41,23.24,2.9,112.26,0.03
WO-2024-M10-04872,2024-09-15,P-M10-BN-002,檢測與包裝,檢測-M4,751.41,747.65,3.76,1,49.89,0.005
WO-2024-M10-04873,2024-09-15,P-M10-BN-002,盤元進料/酸洗,盤元-M4,739.1,735.4,3.7,0.4,11.66,0.005
WO-2024-M10-04873,2024-09-15,P-M10-BN-002,抽線,抽線-M2,735.4,724.37,11.03,2.3,69.98,0.015
WO-2024-M10-04873,2024-09-15,P-M10-BN-002,成型,成型-M4,724.37,702.64,21.73,3.5,104.97,0.03
WO-2024-M10-04873,2024-09-15,P-M10-BN-002,檢測與包裝,檢測-M5,702.64,699.13,3.51,1.5,46.65,0.005
WO-2024-CS-04874,2024-09-15,P-CS-BS-003,盤元進料/酸洗,盤元-M1,10257,10205.71,51.29,11.3,162.33,0.005
WO-2024-CS-04874,2024-09-15,P-CS-BS-003,抽線,抽線-M5,10205.71,10052.62,153.09,19.8,973.97,0.015
WO-2024-CS-04874,2024-09-15,P-CS-BS-003,成型,成型-M2,10052.62,9751.04,301.58,31.2,1460.96,0.03
WO-2024-CS-04874,2024-09-15,P-CS-BS-003,檢測與包裝,檢測-M5,9751.04,9702.28,48.76,55.5,649.32,0.005
WO-2024-M10-04875,2024-09-15,P-M10-BN-002,盤元進料/酸洗,盤元-M3,559.2,556.4,2.8,0.2,8.82,0.005
WO-2024-M10-04875,2024-09-15,P-M10-BN-002,抽線,抽線-M5,556.4,548.05,8.35,2.6,52.95,0.015
WO-2024-M10-04875,2024-09-15,P-M10-BN-002,成型,成型-M3,548.05,531.61,16.44,7.6,79.42,0.03
WO-2024-M10-04875,2024-09-15,P-M10-BN-002,檢測與包裝,檢測-M4,531.61,528.95,2.66,1.5,35.3,0.005
WO-2024-M12-04876,2024-09-15,P-M12-EH-001,盤元進料/酸洗,盤元-M4,1650.1,1641.85,8.25,0.6,23.54,0.005
WO-2024-M12-04876,2024-09-15,P-M12-EH-001,抽線,抽線-M4,1641.85,1617.22,24.63,4.8,141.21,0.015
WO-2024-M12-04876,2024-09-15,P-M12-EH-001,成型,成型-M4,1617.22,1568.7,48.52,5.7,211.82,0.03
WO-2024-M12-04876,2024-09-15,P-M12-EH-001,檢測與包裝,檢測-M5,1568.7,1560.86,7.84,2.4,94.14,0.005
WO-2024-CS-04877,2024-09-15,P-CS-BS-003,盤元進料/酸洗,盤元-M4,3564,3546.18,17.82,1.8,56.4,0.005
WO-2024-CS-04877,2024-09-15,P-CS-BS-003,抽線,抽線-M1,3546.18,3492.99,53.19,14.9,338.43,0.015
WO-2024-CS-04877,2024-09-15,P-CS-BS-003,成型,成型-M2,3492.99,3388.2,104.79,39.6,507.64,0.03
WO-2024-CS-04877,2024-09-15,P-CS-BS-003,檢測與包裝,檢測-M2,3388.2,3371.26,16.94,14.9,225.62,0.005
WO-2024-CS-04878,2024-09-15,P-CS-BS-003,盤元進料/酸洗,盤元-M1,3765.4,3746.57,18.83,1.3,59.59,0.005
WO-2024-CS-04878,2024-09-15,P-CS-BS-003,抽線,抽線-M4,3746.57,3690.37,56.2,7.4,357.54,0.015
WO-2024-CS-04878,2024-09-15,P-CS-BS-003,成型,成型-M1,3690.37,3579.66,110.71,26.2,536.32,0.03
WO-2024-CS-04878,2024-09-15,P-CS-BS-003,檢測與包裝,檢測-M3,3579.66,3561.76,17.9,11.3,238.36,0.005
WO-2024-CS-04879,2024-09-15,P-CS-BS-003,盤元進料/酸洗,盤元-M2,5971.3,5941.44,29.86,4.5,94.5,0.005
WO-2024-CS-04879,2024-09-15,P-CS-BS-003,抽線,抽線-M1,5941.44,5852.32,89.12,13.5,567.02,0.015
WO-2024-CS-04879,2024-09-15,P-CS-BS-003,成型,成型-M3,5852.32,5676.75,175.57,34,850.52,0.03
WO-2024-CS-04879,2024-09-15,P-CS-BS-003,檢測與包裝,檢測-M2,5676.75,5648.37,28.38,23,378.01,0.005
WO-2024-CS-04880,2024-09-16,P-CS-BS-003,盤元進料/酸洗,盤元-M3,9134.1,9088.43,45.67,4.7,144.56,0.005
WO-2024-CS-04880,2024-09-16,P-CS-BS-003,抽線,抽線-M1,9088.43,8952.1,136.33,22.8,867.34,0.015
WO-2024-CS-04880,2024-09-16,P-CS-BS-003,成型,成型-M4,8952.1,8683.54,268.56,27.1,1301.01,0.03
WO-2024-CS-04880,2024-09-16,P-CS-BS-003,檢測與包裝,檢測-M2,8683.54,8640.12,43.42,36.9,578.23,0.005
WO-2024-M10-04881,2024-09-16,P-M10-BN-002,盤元進料/酸洗,盤元-M4,506.3,503.77,2.53,0.5,7.99,0.005
WO-2024-M10-04881,2024-09-16,P-M10-BN-002,抽線,抽線-M5,503.77,496.21,7.56,1.1,47.93,0.015
WO-2024-M10-04881,2024-09-16,P-M10-BN-002,成型,成型-M4,496.21,481.32,14.89,1.5,71.9,0.03
WO-2024-M10-04881,2024-09-16,P-M10-BN-002,檢測與包裝,檢測-M2,481.32,478.91,2.41,2.3,31.96,0.005
WO-2024-CS-04882,2024-09-16,P-CS-BS-003,盤元進料/酸洗,盤元-M2,4912.9,4888.34,24.56,6.6,77.75,0.005
WO-2024-CS-04882,2024-09-16,P-CS-BS-003,抽線,抽線-M2,4888.34,4815.01,73.33,36.8,466.51,0.015
WO-2024-CS-04882,2024-09-16,P-CS-BS-003,成型,成型-M4,4815.01,4670.56,144.45,23.2,699.77,0.03
WO-2024-CS-04882,2024-09-16,P-CS-BS-003,檢測與包裝,檢測-M4,4670.56,4647.21,23.35,15.5,311.01,0.005
WO-2024-M12-04883,2024-09-16,P-M12-EH-001,盤元進料/酸洗,盤元-M4,1309.1,1302.55,6.55,0.5,18.67,0.005
WO-2024-M12-04883,2024-09-16,P-M12-EH-001,抽線,抽線-M2,1302.55,1283.01,19.54,2.4,112.03,0.015
WO-2024-M12-04883,2024-09-16,P-M12-EH-001,成型,成型-M4,1283.01,1244.52,38.49,3.9,168.04,0.03
WO-2024-M12-04883,2024-09-16,P-M12-EH-001,檢測與包裝,檢測-M3,1244.52,1238.3,6.22,2.5,74.69,0.005
WO-2024-M10-04884,2024-09-16,P-M10-BN-002,盤元進料/酸洗,盤元-M1,560.6,557.8,2.8,0.4,8.85,0.005
