PO_Number,Ref_WorkOrderID,ProductID,SupplierName,ProcessName,DispatchDate,InputWeight_kg,OutputWeight_kg,SupplierScope1_kgCO2e,SupplierScope2_kgCO2e,ProcessingFee_NTD
PO-2024-EXT-10665,WO-2024-CS-05333,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-12,6529.1,6496.45,3676.99,14707.96,36432
PO-2024-EXT-10670,WO-2024-M12-05335,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-12,749.1,753.15,822.44,1527.39,2988
PO-2024-EXT-10672,WO-2024-CS-05336,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-12,6449.1,6468.45,4106.17,13746.75,30246
PO-2024-EXT-10674,WO-2024-CS-05337,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-12,12538.7,12605.16,8712.69,23556.52,91532
PO-2024-EXT-10678,WO-2024-M12-05339,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-12,2940.9,2952.08,3982.35,6497.53,16027
PO-2024-EXT-10683,WO-2024-CS-05342,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-12,9023.8,8978.68,5748.15,20379.81,81394
PO-2024-EXT-10685,WO-2024-CS-05343,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-12,7664.6,7626.28,5934.01,13207.95,64535
PO-2024-EXT-10497,WO-2024-CS-05249,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-13,12598.1,12535.11,12956.29,27532.12,103682
PO-2024-EXT-10498,WO-2024-CS-05249,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-13,12598.1,12633.37,9721.37,26283.73,66643
PO-2024-EXT-10500,WO-2024-M12-05250,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-10-13,2347.8,2362.59,2108.38,7058.47,15213
PO-2024-EXT-10504,WO-2024-M10-05252,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-13,260.1,261.24,300.45,668.75,1154
PO-2024-EXT-10506,WO-2024-M10-05253,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-13,820.2,822.33,600.96,1545.32,4224
PO-2024-EXT-10509,WO-2024-CS-05255,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-13,11708.2,11649.66,11610.05,23571.92,56901
PO-2024-EXT-10511,WO-2024-M10-05256,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-10-13,755.4,751.62,563.72,1691.14,5423
PO-2024-EXT-10512,WO-2024-M10-05256,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-10-13,755.4,758.42,526.49,1498.49,4691
PO-2024-EXT-10520,WO-2024-M10-05260,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-10-13,314.6,316.96,323.99,528.63,2966
PO-2024-EXT-10528,WO-2024-M10-05264,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-13,524.6,526.02,563.36,1093.6,2623
PO-2024-EXT-10529,WO-2024-M12-05265,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-10-13,1968.6,1958.76,1425.98,5703.91,9803
PO-2024-EXT-10535,WO-2024-M10-05268,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-13,472.5,470.14,401.5,1032.43,3581
PO-2024-EXT-10536,WO-2024-M10-05268,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-10-13,472.5,475.38,579.59,1231.61,1573
PO-2024-EXT-10560,WO-2024-CS-05280,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-13,7487.6,7536.27,6234.01,22102.37,48444
PO-2024-EXT-10561,WO-2024-M12-05281,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-10-13,671.5,668.14,959.72,1706.16,2645
PO-2024-EXT-10575,WO-2024-M10-05288,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-10-13,190.5,189.55,262.72,467.05,872
PO-2024-EXT-10583,WO-2024-CS-05292,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-13,3290.4,3273.95,2128.07,6384.2,14115
PO-2024-EXT-10584,WO-2024-CS-05292,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-13,3290.4,3316.39,3533.94,6017.26,28264
PO-2024-EXT-10590,WO-2024-M12-05295,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-10-13,1574.2,1584.75,1346.09,2996.13,6957
PO-2024-EXT-10600,WO-2024-M12-05300,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-10-13,2711.1,2722.22,3422.65,6949.01,9732
PO-2024-EXT-10601,WO-2024-M12-05301,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-10-13,1173.6,1167.73,1375.58,3061.79,7511
PO-2024-EXT-10613,WO-2024-M10-05307,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-10-13,712.4,708.84,505.04,1515.15,6055
PO-2024-EXT-10619,WO-2024-M10-05310,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-13,373.2,371.33,443.22,941.84,2675
PO-2024-EXT-10625,WO-2024-M12-05313,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-10-13,3011,2995.95,4046.03,6889.19,15837
PO-2024-EXT-10629,WO-2024-CS-05315,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-13,3566.9,3549.07,3085.57,8342.44,20366
PO-2024-EXT-10632,WO-2024-CS-05316,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-13,7925.4,7961.06,6950,16216.68,69030
PO-2024-EXT-10633,WO-2024-M10-05317,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-10-13,535.2,532.52,334.37,1119.41,4377
PO-2024-EXT-10635,WO-2024-M10-05318,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-10-13,639.9,636.7,452.06,1356.17,3269
PO-2024-EXT-10638,WO-2024-M10-05319,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-13,733.6,735.95,629.24,1887.71,2472
PO-2024-EXT-10649,WO-2024-CS-05325,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-13,9509.6,9462.05,6659.39,22294.48,79975
PO-2024-EXT-10657,WO-2024-CS-05329,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-13,7882,7842.59,10041.65,20387.6,44690
PO-2024-EXT-10658,WO-2024-CS-05329,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-13,7882,7905.65,8073.25,13746.34,59115
PO-2024-EXT-10664,WO-2024-M12-05332,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-13,1785.8,1795.62,1441.34,4825.37,16232
PO-2024-EXT-10667,WO-2024-M10-05334,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-10-13,790.8,786.85,735.23,1562.37,3321
PO-2024-EXT-10668,WO-2024-M10-05334,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-10-13,790.8,796.65,714.12,1930.76,3020
PO-2024-EXT-10669,WO-2024-M12-05335,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-10-13,749.1,745.35,710.17,2248.87,2779
PO-2024-EXT-10671,WO-2024-CS-05336,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-13,6449.1,6416.85,6396.32,16447.67,30955
PO-2024-EXT-10679,WO-2024-M12-05340,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-10-13,1869,1859.65,1931.8,4967.5,10503
PO-2024-EXT-10680,WO-2024-M12-05340,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-10-13,1869,1873.86,1735.94,5497.16,8597
PO-2024-EXT-10682,WO-2024-M12-05341,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-10-13,2642,2652.83,3387.13,5526.38,18494
PO-2024-EXT-10692,WO-2024-CS-05346,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-13,9932,9998.54,10913.4,18582.29,95545
PO-2024-EXT-10700,WO-2024-M10-05350,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-13,184,185.21,222.03,394.72,1159
PO-2024-EXT-10702,WO-2024-M10-05351,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-13,519.5,521.21,344,1219.63,1865
PO-2024-EXT-10704,WO-2024-M10-05352,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-13,284.8,285.97,326.52,662.94,2022
PO-2024-EXT-10706,WO-2024-M10-05353,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-13,687,692.36,810.06,1440.11,3009
PO-2024-EXT-10708,WO-2024-M10-05354,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-13,472.8,475.73,462.93,788.24,1985
PO-2024-EXT-10714,WO-2024-CS-05357,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-13,12428.2,12505.25,9153.85,36615.37,112972
PO-2024-EXT-10568,WO-2024-M10-05284,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-14,422,423.77,433.09,804.32,3156
PO-2024-EXT-10574,WO-2024-M12-05287,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-10-14,2310,2328.25,1834.2,5220.4,14622
PO-2024-EXT-10587,WO-2024-M12-05294,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-10-14,3027.5,3012.36,2586.41,6992.89,26187
PO-2024-EXT-10589,WO-2024-M12-05295,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-10-14,1574.2,1566.33,1844.83,2885.49,15175
PO-2024-EXT-10592,WO-2024-CS-05296,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-14,10885.1,10910.14,9571.47,21304.23,100034
PO-2024-EXT-10596,WO-2024-M10-05298,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-14,817.5,822,796.52,1858.54,4839
PO-2024-EXT-10602,WO-2024-M12-05301,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-14,1173.6,1178.88,1290.87,3012.04,7816
PO-2024-EXT-10616,WO-2024-M10-05308,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-14,336.5,337.85,368.93,577.05,1157
PO-2024-EXT-10618,WO-2024-CS-05309,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-14,14222.9,14335.26,17711.22,32892.25,59878
PO-2024-EXT-10620,WO-2024-M10-05310,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-14,373.2,374.66,291.11,679.26,2769
PO-2024-EXT-10623,WO-2024-M10-05312,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-10-14,207.2,206.16,161.34,459.2,1562
PO-2024-EXT-10626,WO-2024-M12-05313,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-10-14,3011,3026.36,3459.13,8071.3,24810
PO-2024-EXT-10630,WO-2024-CS-05315,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-14,3566.9,3583.66,3382.26,6867.01,25253
PO-2024-EXT-10637,WO-2024-M10-05319,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-14,733.6,729.93,548.47,1561.03,5634
PO-2024-EXT-10643,WO-2024-M10-05322,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-14,509.8,507.25,605.35,1175.1,1651
PO-2024-EXT-10652,WO-2024-CS-05326,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-14,7880.8,7913.11,7207.26,12812.91,53195
PO-2024-EXT-10654,WO-2024-M10-05327,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-10-14,630.4,632.98,466.57,1755.19,3271
PO-2024-EXT-10666,WO-2024-CS-05333,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-14,6529.1,6564.36,4937.06,16528.4,47793
PO-2024-EXT-10688,WO-2024-CS-05344,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-14,5667.4,5711.61,4509.88,16965.77,19779
PO-2024-EXT-10690,WO-2024-M10-05345,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-14,554.5,557.38,502.15,1019.5,2678
PO-2024-EXT-10693,WO-2024-M10-05347,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-10-14,434.7,432.53,489.19,1141.45,2443
PO-2024-EXT-10698,WO-2024-M12-05349,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-10-14,1298.3,1305.44,1142,3087.63,10490
PO-2024-EXT-10699,WO-2024-M10-05350,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-10-14,184,183.08,133.8,344.04,1265
PO-2024-EXT-10703,WO-2024-M10-05352,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-14,284.8,283.38,364.2,706.98,1335
PO-2024-EXT-10712,WO-2024-M10-05356,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-14,604.3,606.66,630.62,1171.16,2628
PO-2024-EXT-10719,WO-2024-CS-05360,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-14,12160,12099.2,15244.99,27102.21,79526
PO-2024-EXT-10729,WO-2024-CS-05365,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-14,13292.7,13226.24,15064.68,29243.22,45062
PO-2024-EXT-10730,WO-2024-CS-05365,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-14,13292.7,13389.74,15704.83,26740.65,49050
PO-2024-EXT-10740,WO-2024-CS-05370,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-14,4492.2,4502.08,2992.98,9477.78,35623
PO-2024-EXT-10742,WO-2024-CS-05371,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-14,7271.7,7297.88,7378.16,17215.7,71626
PO-2024-EXT-10750,WO-2024-M12-05375,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-14,3116.8,3130.51,3059.76,8272.69,23531
PO-2024-EXT-10752,WO-2024-M10-05376,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-10-14,729,732.5,743.05,1578.98,3061
PO-2024-EXT-10755,WO-2024-M12-05378,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-10-14,1992.7,1982.74,1082.57,4072.55,18472
PO-2024-EXT-10763,WO-2024-M12-05382,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-10-14,2423.7,2411.58,1908.05,6387.79,11803
PO-2024-EXT-10764,WO-2024-M12-05382,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-10-14,2423.7,2436.3,3191.06,5433.44,16747
PO-2024-EXT-10591,WO-2024-CS-05296,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-15,10885.1,10830.67,14075.54,22965.35,99598
PO-2024-EXT-10593,WO-2024-M10-05297,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-10-15,614.9,611.83,701.52,1097.26,2219
PO-2024-EXT-10603,WO-2024-M12-05302,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-10-15,2785.1,2771.17,2298.41,6541.62,18604
PO-2024-EXT-10622,WO-2024-M10-05311,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-15,217.8,218.78,174.48,523.43,1481
PO-2024-EXT-10651,WO-2024-CS-05326,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-15,7880.8,7841.4,6972.57,19845.02,47915
PO-2024-EXT-10661,WO-2024-M12-05331,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-10-15,2107.1,2096.56,2493.86,3900.65,13190
PO-2024-EXT-10662,WO-2024-M12-05331,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-15,2107.1,2118.69,1372.92,5491.64,15318
PO-2024-EXT-10663,WO-2024-M12-05332,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-10-15,1785.8,1776.87,2046.95,4776.23,9625
PO-2024-EXT-10677,WO-2024-M12-05339,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-10-15,2940.9,2926.2,2092.23,5954.82,20292
PO-2024-EXT-10723,WO-2024-M10-05362,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-10-15,272.3,270.94,276.14,710.08,1228
PO-2024-EXT-10726,WO-2024-M10-05363,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-15,661.6,666.76,720.1,1680.24,6278
PO-2024-EXT-10727,WO-2024-CS-05364,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-15,6360.9,6329.1,5434.8,12096.81,48851
PO-2024-EXT-10728,WO-2024-CS-05364,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-15,6360.9,6376.8,6204.62,11522.88,29450
PO-2024-EXT-10731,WO-2024-M10-05366,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-15,784.2,780.28,685.47,1273.03,4893
PO-2024-EXT-10733,WO-2024-CS-05367,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-15,9001.8,8956.79,7480.71,23688.92,57341
PO-2024-EXT-10741,WO-2024-CS-05371,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-15,7271.7,7235.34,9976.08,17735.27,51556
PO-2024-EXT-10747,WO-2024-CS-05374,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-15,4238.6,4217.41,4366.28,10689.87,19794
PO-2024-EXT-10754,WO-2024-CS-05377,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-15,9630.4,9659.29,10972.95,23317.53,67123
PO-2024-EXT-10759,WO-2024-M12-05380,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-10-15,935.6,930.92,854.59,1519.26,9019
PO-2024-EXT-10762,WO-2024-CS-05381,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-15,12266.2,12360.65,11154.25,35321.79,116283
PO-2024-EXT-10766,WO-2024-M10-05383,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-10-15,739,742.77,867.55,1843.56,2579
PO-2024-EXT-10768,WO-2024-M10-05384,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-15,735.3,740.96,978.07,1467.1,6911
PO-2024-EXT-10771,WO-2024-CS-05386,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-15,2957.1,2942.31,2648.08,8385.58,20137
PO-2024-EXT-10774,WO-2024-M10-05387,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-15,706.3,708.7,824.07,1344.55,2556
PO-2024-EXT-10779,WO-2024-CS-05390,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-15,12234,12172.83,8155.79,24467.39,116957
PO-2024-EXT-10639,WO-2024-M10-05320,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-16,867.5,863.16,904.25,1607.55,5517
PO-2024-EXT-10645,WO-2024-CS-05323,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-16,9814.9,9765.83,12441.67,23105.95,54963
PO-2024-EXT-10646,WO-2024-CS-05323,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-16,9814.9,9875.75,8358.83,27983.93,71354
PO-2024-EXT-10648,WO-2024-M12-05324,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-16,1994.1,1999.68,2713.96,4824.83,12961
PO-2024-EXT-10650,WO-2024-CS-05325,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-16,9509.6,9567.61,10378.95,22055.25,70941
PO-2024-EXT-10653,WO-2024-M10-05327,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-16,630.4,627.25,550.61,1117.88,4614
PO-2024-EXT-10660,WO-2024-CS-05330,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-16,11267.8,11354.56,10454.14,21225.08,70987
PO-2024-EXT-10675,WO-2024-CS-05338,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-16,3756.2,3737.42,1995.78,7983.13,23664
PO-2024-EXT-10676,WO-2024-CS-05338,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-16,3756.2,3784.75,3534.19,8652.7,22086
PO-2024-EXT-10681,WO-2024-M12-05341,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-10-16,2642,2628.79,1556.77,5856.42,11149
PO-2024-EXT-10684,WO-2024-CS-05342,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-16,9023.8,9071.63,6204.99,24819.98,33207
PO-2024-EXT-10689,WO-2024-M10-05345,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-16,554.5,551.73,708.7,1316.15,3720
PO-2024-EXT-10691,WO-2024-CS-05346,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-16,9932,9882.34,6454.16,24279.92,81641
PO-2024-EXT-10697,WO-2024-M12-05349,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-10-16,1298.3,1291.81,1425.64,3173.2,7932
PO-2024-EXT-10705,WO-2024-M10-05353,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-16,687,683.56,603.72,2021.15,6677
PO-2024-EXT-10710,WO-2024-CS-05355,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-16,5412.4,5441.09,5895.97,15161.05,25708
PO-2024-EXT-10713,WO-2024-CS-05357,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-16,12428.2,12366.06,11152.95,27305.5,85878
PO-2024-EXT-10720,WO-2024-CS-05360,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-16,12160,12235.39,13275.4,24654.31,70284
PO-2024-EXT-10721,WO-2024-M12-05361,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-10-16,2510.5,2497.95,2885.13,5857.69,13983
PO-2024-EXT-10736,WO-2024-M10-05368,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-10-16,224.7,225.85,179.55,418.95,1566
PO-2024-EXT-10738,WO-2024-M12-05369,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-10-16,1903.6,1915.02,2663.41,4345.56,7747
PO-2024-EXT-10739,WO-2024-CS-05370,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-16,4492.2,4469.74,3862.75,9457.08,43125
PO-2024-EXT-10746,WO-2024-M10-05373,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-16,537.5,540.73,602.15,1474.25,4122
PO-2024-EXT-10753,WO-2024-CS-05377,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-16,9630.4,9582.25,6907.85,18676.76,73383
PO-2024-EXT-10769,WO-2024-CS-05385,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-16,9417.4,9370.31,8006,17012.73,50571
PO-2024-EXT-10773,WO-2024-M10-05387,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-10-16,706.3,702.77,663.27,1346.65,5996
PO-2024-EXT-10776,WO-2024-CS-05388,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-16,13843,13934.36,10425.69,25524.96,96762
PO-2024-EXT-10781,WO-2024-CS-05391,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-16,5917.1,5887.51,6702.93,13608.98,56744
PO-2024-EXT-10782,WO-2024-CS-05391,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-16,5917.1,5953.79,4613.6,17355.89,17987
PO-2024-EXT-10786,WO-2024-M12-05393,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-10-16,1258.7,1266.38,1426.45,3031.21,10069
PO-2024-EXT-10800,WO-2024-M12-05400,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-16,811.1,816.21,509.07,1915.07,3455
PO-2024-EXT-10804,WO-2024-M10-05402,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-16,685.9,690.84,835.22,1306.38,4540
PO-2024-EXT-10805,WO-2024-CS-05403,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-16,3649.4,3631.15,3812.71,7080.74,34742
PO-2024-EXT-10808,WO-2024-CS-05404,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-16,4527,4561.86,3945.09,13207.5,34631
PO-2024-EXT-10812,WO-2024-M12-05406,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-10-16,839.2,842.14,981,1991.75,5043
PO-2024-EXT-10673,WO-2024-CS-05337,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-17,12538.7,12476.01,8390.12,25170.35,39246
PO-2024-EXT-10686,WO-2024-CS-05343,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-17,7664.6,7722.85,5044.56,16888.33,40392
PO-2024-EXT-10687,WO-2024-CS-05344,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-17,5667.4,5639.06,5481.17,14819.45,39785
PO-2024-EXT-10696,WO-2024-M12-05348,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-17,2530.8,2545.73,2904.68,5394.4,21992
PO-2024-EXT-10707,WO-2024-M10-05354,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-17,472.8,470.44,352.26,1115.51,2936
PO-2024-EXT-10711,WO-2024-M10-05356,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-10-17,604.3,601.28,635.61,1414.75,4471
PO-2024-EXT-10716,WO-2024-M12-05358,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-10-17,2104.6,2118.91,1403.57,4698.89,12922
PO-2024-EXT-10717,WO-2024-CS-05359,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-10-17,5071.4,5046.04,7631.63,12451.61,33217
PO-2024-EXT-10718,WO-2024-CS-05359,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-17,5071.4,5091.18,5915.95,10986.77,38187
PO-2024-EXT-10725,WO-2024-M10-05363,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-10-17,661.6,658.29,572.71,1718.14,2183
PO-2024-EXT-10732,WO-2024-M10-05366,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-10-17,784.2,786.79,923.38,1641.56,7755
PO-2024-EXT-10735,WO-2024-M10-05368,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-10-17,224.7,223.58,298.14,553.7,838
PO-2024-EXT-10745,WO-2024-M10-05373,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-10-17,537.5,534.81,606.47,1415.11,2241
PO-2024-EXT-10751,WO-2024-M10-05376,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-10-17,729,725.36,811.75,1806.8,4024
PO-2024-EXT-10756,WO-2024-M12-05378,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-10-17,1992.7,2004.06,1679.6,4112.13,19767
PO-2024-EXT-10760,WO-2024-M12-05380,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-10-17,935.6,938.41,869.72,2236.42,7241
PO-2024-EXT-10761,WO-2024-CS-05381,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-10-17,12266.2,12204.87,15707.67,24568.4,75559
PO-2024-EXT-10770,WO-2024-CS-05385,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-10-17,9417.4,9471.08,9391.52,15990.97,75433
PO-2024-EXT-10780,WO-2024-CS-05390,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-10-17,12234,12270.7,13657.29,31867.01,82212
PO-2024-EXT-10787,WO-2024-CS-05394,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-10-17,12103.2,12042.68,7384.58,27780.05,82785
PO-2024-EXT-10792,WO-2024-CS-05396,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-10-17,11849.8,11943.41,13433.94,21918.55,93257
