InvoiceNo,Ref_WorkOrderID,ExportDate,DestinationCountry,CountryOfOrigin,Exporter_EORI,ProductID,ProductName,CN_Code,Quantity_pcs,NetWeight_kg,GrossWeight_kg,FOB_Value_USD
INV-EU-2024-05252,WO-2024-M10-05252,2024-10-16,Germany,Taiwan,TW2066209352,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,14472,246.03,258.33,819
INV-EU-2024-05260,WO-2024-M10-05260,2024-10-16,Spain,Taiwan,TW2066730426,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,17504,297.58,312.46,1059
INV-EU-2024-05266,WO-2024-M10-05266,2024-10-16,Germany,Taiwan,TW2066948538,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,38482,654.2,686.91,2571
INV-EU-2024-05280,WO-2024-CS-05280,2024-10-16,Spain,Taiwan,TW2066517350,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,26039,7082.67,7603.45,40725
INV-EU-2024-05281,WO-2024-M12-05281,2024-10-16,Spain,Taiwan,TW2066181790,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,9963,635.19,685.01,1981
INV-EU-2024-05286,WO-2024-CS-05286,2024-10-16,Spain,Taiwan,TW2066291585,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,31483,8563.6,9193.26,38279
INV-EU-2024-05291,WO-2024-CS-05291,2024-10-16,France,Taiwan,TW2066322128,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,49529,13472.06,14462.64,66013
INV-EU-2024-05304,WO-2024-CS-05304,2024-10-16,Germany,Taiwan,TW2066717161,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,12067,3282.34,3523.68,11028
INV-EU-2024-05310,WO-2024-M10-05310,2024-10-16,Germany,Taiwan,TW2066428046,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,20765,353.02,370.67,2199
INV-EU-2024-05316,WO-2024-CS-05316,2024-10-16,Italy,Taiwan,TW2066599876,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,27561,7496.79,8048.01,44605
INV-EU-2024-05327,WO-2024-M10-05327,2024-10-16,Italy,Taiwan,TW2066408868,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,35076,596.3,626.12,4531
INV-EU-2024-05329,WO-2024-CS-05329,2024-10-16,Germany,Taiwan,TW2066319202,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,27410,7455.73,8003.93,58303
INV-EU-2024-05220,WO-2024-M12-05220,2024-10-17,Germany,Taiwan,TW2066366434,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43001,2741.37,2956.38,9594
INV-EU-2024-05236,WO-2024-CS-05236,2024-10-17,Germany,Taiwan,TW2066484177,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,19093,5193.48,5575.34,40872
INV-EU-2024-05237,WO-2024-M12-05237,2024-10-17,Germany,Taiwan,TW2066460759,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,17272,1101.15,1187.51,8148
INV-EU-2024-05238,WO-2024-CS-05238,2024-10-17,Italy,Taiwan,TW2066917620,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,22937,6238.9,6697.64,43048
INV-EU-2024-05246,WO-2024-CS-05246,2024-10-17,Spain,Taiwan,TW2066105897,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,41438,11271.39,12100.15,70558
INV-EU-2024-05268,WO-2024-M10-05268,2024-10-17,Spain,Taiwan,TW2066385664,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,26291,446.95,469.3,1582
INV-EU-2024-05269,WO-2024-M10-05269,2024-10-17,Italy,Taiwan,TW2066618750,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,22045,374.78,393.52,2747
INV-EU-2024-05290,WO-2024-M12-05290,2024-10-17,Netherlands,Taiwan,TW2066323223,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,10720,683.44,737.04,3731
INV-EU-2024-05293,WO-2024-M12-05293,2024-10-17,Netherlands,Taiwan,TW2066553035,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43914,2799.54,3019.11,14501
INV-EU-2024-05297,WO-2024-M10-05297,2024-10-17,Netherlands,Taiwan,TW2066176780,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,34214,581.65,610.73,3309
INV-EU-2024-05299,WO-2024-M12-05299,2024-10-17,Netherlands,Taiwan,TW2066597473,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,21302,1358.06,1464.57,7781
INV-EU-2024-05309,WO-2024-CS-05309,2024-10-17,France,Taiwan,TW2066890033,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,49462,13453.71,14442.95,106822
INV-EU-2024-05226,WO-2024-CS-05226,2024-10-18,Italy,Taiwan,TW2066343757,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,49620,13496.67,14489.07,87323
INV-EU-2024-05249,WO-2024-CS-05249,2024-10-18,Spain,Taiwan,TW2066544847,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,43811,11916.79,12793.01,66614
INV-EU-2024-05263,WO-2024-M10-05263,2024-10-18,Spain,Taiwan,TW2066510831,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,21472,365.03,383.28,2734
INV-EU-2024-05277,WO-2024-M12-05277,2024-10-18,Netherlands,Taiwan,TW2066922524,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,21316,1358.91,1465.49,6006
INV-EU-2024-05283,WO-2024-CS-05283,2024-10-18,Italy,Taiwan,TW2066394296,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,18502,5032.67,5402.71,36134
INV-EU-2024-05284,WO-2024-M10-05284,2024-10-18,France,Taiwan,TW2066312403,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,23480,399.17,419.13,2047
INV-EU-2024-05288,WO-2024-M10-05288,2024-10-18,Germany,Taiwan,TW2066285435,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,10599,180.2,189.21,652
INV-EU-2024-05289,WO-2024-CS-05289,2024-10-18,Netherlands,Taiwan,TW2066603265,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,19591,5328.83,5720.65,38527
INV-EU-2024-05294,WO-2024-M12-05294,2024-10-18,Spain,Taiwan,TW2066748282,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,44921,2863.76,3088.37,22165
INV-EU-2024-05319,WO-2024-M10-05319,2024-10-18,Netherlands,Taiwan,TW2066964809,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,40818,693.92,728.62,2255
INV-EU-2024-05322,WO-2024-M10-05322,2024-10-18,France,Taiwan,TW2066749086,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,28366,482.23,506.34,2078
INV-EU-2024-05336,WO-2024-CS-05336,2024-10-18,France,Taiwan,TW2066935552,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,22427,6100.33,6548.87,25682
INV-EU-2024-05337,WO-2024-CS-05337,2024-10-18,Spain,Taiwan,TW2066626046,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,43605,11860.6,12732.7,69977
INV-EU-2024-05344,WO-2024-CS-05344,2024-10-18,Germany,Taiwan,TW2066867981,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,19709,5360.9,5755.08,34845
INV-EU-2024-05353,WO-2024-M10-05353,2024-10-18,France,Taiwan,TW2066796167,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,38225,649.84,682.33,4821
INV-EU-2024-05360,WO-2024-CS-05360,2024-10-18,Italy,Taiwan,TW2066739266,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42288,11502.38,12348.14,82932
INV-EU-2024-05240,WO-2024-CS-05240,2024-10-19,Germany,Taiwan,TW2066530306,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,44347,12062.64,12949.58,58745
INV-EU-2024-05247,WO-2024-CS-05247,2024-10-19,Spain,Taiwan,TW2066660890,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,43890,11938.17,12815.97,78911
INV-EU-2024-05248,WO-2024-M10-05248,2024-10-19,Spain,Taiwan,TW2066940181,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,12547,213.3,223.97,1162
INV-EU-2024-05253,WO-2024-M10-05253,2024-10-19,Spain,Taiwan,TW2066740663,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,45637,775.84,814.63,3530
INV-EU-2024-05258,WO-2024-M12-05258,2024-10-19,France,Taiwan,TW2066778837,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,36149,2304.55,2485.3,10946
INV-EU-2024-05267,WO-2024-M12-05267,2024-10-19,Italy,Taiwan,TW2066724444,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,15646,997.48,1075.71,6593
INV-EU-2024-05296,WO-2024-CS-05296,2024-10-19,Spain,Taiwan,TW2066236115,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,37854,10296.42,11053.5,40053
INV-EU-2024-05298,WO-2024-M10-05298,2024-10-19,Italy,Taiwan,TW2066531421,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,45487,773.28,811.94,2443
INV-EU-2024-05300,WO-2024-M12-05300,2024-10-19,Spain,Taiwan,TW2066520445,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,40227,2564.48,2765.61,11360
INV-EU-2024-05305,WO-2024-CS-05305,2024-10-19,Italy,Taiwan,TW2066410674,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,13266,3608.5,3873.82,17248
INV-EU-2024-05317,WO-2024-M10-05317,2024-10-19,Italy,Taiwan,TW2066514624,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,29779,506.25,531.56,3736
INV-EU-2024-05323,WO-2024-CS-05323,2024-10-19,Spain,Taiwan,TW2066244442,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,34132,9284.11,9966.75,31008
INV-EU-2024-05325,WO-2024-CS-05325,2024-10-19,France,Taiwan,TW2066100703,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,33071,8995.32,9656.74,68454
INV-EU-2024-05326,WO-2024-CS-05326,2024-10-19,France,Taiwan,TW2066513218,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,27406,7454.61,8002.73,51734
INV-EU-2024-05330,WO-2024-CS-05330,2024-10-19,France,Taiwan,TW2066874830,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,39185,10658.43,11442.13,34959
INV-EU-2024-05332,WO-2024-M12-05332,2024-10-19,France,Taiwan,TW2066510945,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,26497,1689.22,1821.7,8716
INV-EU-2024-05350,WO-2024-M10-05350,2024-10-19,Spain,Taiwan,TW2066909863,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,10238,174.05,182.75,682
INV-EU-2024-05354,WO-2024-M10-05354,2024-10-19,Germany,Taiwan,TW2066232864,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,26307,447.23,469.59,1744
INV-EU-2024-05359,WO-2024-CS-05359,2024-10-19,Italy,Taiwan,TW2066312126,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,17636,4797.13,5149.85,26432
INV-EU-2024-05366,WO-2024-M10-05366,2024-10-19,Spain,Taiwan,TW2066766766,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,43634,741.79,778.88,3820
INV-EU-2024-05378,WO-2024-M12-05378,2024-10-19,Germany,Taiwan,TW2066409309,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,29567,1884.94,2032.78,9349
INV-EU-2024-05250,WO-2024-M12-05250,2024-10-20,Germany,Taiwan,TW2066623353,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,34836,2220.83,2395.01,16078
INV-EU-2024-05255,WO-2024-CS-05255,2024-10-20,France,Taiwan,TW2066547400,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,40716,11075.02,11889.34,72319
INV-EU-2024-05270,WO-2024-M10-05270,2024-10-20,Spain,Taiwan,TW2066947505,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,25411,432,453.6,1887
INV-EU-2024-05271,WO-2024-M10-05271,2024-10-20,Spain,Taiwan,TW2066657924,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,20744,352.65,370.28,1936
INV-EU-2024-05287,WO-2024-M12-05287,2024-10-20,Italy,Taiwan,TW2066317268,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,34275,2185.07,2356.45,9373
INV-EU-2024-05312,WO-2024-M10-05312,2024-10-20,Germany,Taiwan,TW2066771751,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,11529,196,205.8,593
INV-EU-2024-05315,WO-2024-CS-05315,2024-10-20,Spain,Taiwan,TW2066937699,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,12404,3374.01,3622.09,18017
INV-EU-2024-05320,WO-2024-M10-05320,2024-10-20,France,Taiwan,TW2066414438,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,48269,820.58,861.61,3068
INV-EU-2024-05331,WO-2024-M12-05331,2024-10-20,France,Taiwan,TW2066408032,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31264,1993.14,2149.46,8311
INV-EU-2024-05342,WO-2024-CS-05342,2024-10-20,Italy,Taiwan,TW2066745518,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,31381,8535.79,9163.41,28936
INV-EU-2024-05343,WO-2024-CS-05343,2024-10-20,Spain,Taiwan,TW2066716776,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,26654,7250.1,7783.18,43935
INV-EU-2024-05346,WO-2024-CS-05346,2024-10-20,Spain,Taiwan,TW2066639835,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,34539,9394.87,10085.65,69991
INV-EU-2024-05348,WO-2024-M12-05348,2024-10-20,Italy,Taiwan,TW2066410141,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,37552,2393.94,2581.7,17715
INV-EU-2024-05356,WO-2024-M10-05356,2024-10-20,Spain,Taiwan,TW2066845124,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,33624,571.62,600.2,3303
INV-EU-2024-05363,WO-2024-M10-05363,2024-10-20,Netherlands,Taiwan,TW2066952951,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,36813,625.83,657.12,2121
INV-EU-2024-05368,WO-2024-M10-05368,2024-10-20,France,Taiwan,TW2066734011,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,12502,212.55,223.18,1113
INV-EU-2024-05374,WO-2024-CS-05374,2024-10-20,Italy,Taiwan,TW2066450785,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,14740,4009.38,4304.18,26622
INV-EU-2024-05376,WO-2024-M10-05376,2024-10-20,Italy,Taiwan,TW2066879719,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,40562,689.57,724.05,3730
INV-EU-2024-05380,WO-2024-M12-05380,2024-10-20,Germany,Taiwan,TW2066325703,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,13882,885,954.41,6239
INV-EU-2024-05384,WO-2024-M10-05384,2024-10-20,France,Taiwan,TW2066234884,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,40913,695.53,730.31,2274
INV-EU-2024-05390,WO-2024-CS-05390,2024-10-20,Netherlands,Taiwan,TW2066618641,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42545,11572.38,12423.28,64805
INV-EU-2024-05279,WO-2024-M12-05279,2024-10-21,France,Taiwan,TW2066805436,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,45257,2885.15,3111.43,22734
INV-EU-2024-05282,WO-2024-M12-05282,2024-10-21,France,Taiwan,TW2066321464,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,40911,2608.08,2812.63,16769
INV-EU-2024-05307,WO-2024-M10-05307,2024-10-21,Spain,Taiwan,TW2066792493,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,39639,673.87,707.56,3686
INV-EU-2024-05321,WO-2024-M10-05321,2024-10-21,Italy,Taiwan,TW2066844996,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,37825,643.03,675.18,3189
INV-EU-2024-05334,WO-2024-M10-05334,2024-10-21,Italy,Taiwan,TW2066746014,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,44002,748.04,785.44,3545
INV-EU-2024-05340,WO-2024-M12-05340,2024-10-21,France,Taiwan,TW2066240381,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,27732,1767.93,1906.59,10872
INV-EU-2024-05367,WO-2024-CS-05367,2024-10-21,Italy,Taiwan,TW2066235732,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,31305,8514.98,9141.08,38317
INV-EU-2024-05369,WO-2024-M12-05369,2024-10-21,Italy,Taiwan,TW2066547845,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,28245,1800.65,1941.88,7706
INV-EU-2024-05373,WO-2024-M10-05373,2024-10-21,France,Taiwan,TW2066841055,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,29908,508.44,533.86,3976
INV-EU-2024-05382,WO-2024-M12-05382,2024-10-21,Netherlands,Taiwan,TW2066754953,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,35962,2292.63,2472.44,9193
INV-EU-2024-05404,WO-2024-CS-05404,2024-10-21,Netherlands,Taiwan,TW2066711980,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15743,4282.17,4597.03,19184
INV-EU-2024-05410,WO-2024-M12-05410,2024-10-21,Germany,Taiwan,TW2066245776,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,40940,2609.97,2814.67,13676
INV-EU-2024-05301,WO-2024-M12-05301,2024-10-22,Italy,Taiwan,TW2066902148,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,17413,1110.12,1197.18,6882
INV-EU-2024-05302,WO-2024-M12-05302,2024-10-22,Spain,Taiwan,TW2066915482,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,41325,2634.47,2841.09,10485
INV-EU-2024-05303,WO-2024-M12-05303,2024-10-22,Italy,Taiwan,TW2066210483,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,13696,873.17,941.65,4418
INV-EU-2024-05335,WO-2024-M12-05335,2024-10-22,Germany,Taiwan,TW2066928520,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,11114,708.58,764.15,3720
INV-EU-2024-05349,WO-2024-M12-05349,2024-10-22,Netherlands,Taiwan,TW2066260547,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,19264,1228.09,1324.41,7577
INV-EU-2024-05351,WO-2024-M10-05351,2024-10-22,Italy,Taiwan,TW2066369847,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,28906,491.41,515.98,3882
INV-EU-2024-05357,WO-2024-CS-05357,2024-10-22,Spain,Taiwan,TW2066386530,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,43220,11756.07,12620.47,93695
INV-EU-2024-05362,WO-2024-M10-05362,2024-10-22,Netherlands,Taiwan,TW2066879959,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,15151,257.58,270.46,1303
INV-EU-2024-05365,WO-2024-CS-05365,2024-10-22,Italy,Taiwan,TW2066191935,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46227,12573.82,13498.36,38978
INV-EU-2024-05372,WO-2024-M10-05372,2024-10-22,Spain,Taiwan,TW2066510106,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,34826,592.05,621.65,1912
INV-EU-2024-05381,WO-2024-CS-05381,2024-10-22,Netherlands,Taiwan,TW2066140770,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42657,11602.84,12455.98,53953
INV-EU-2024-05385,WO-2024-CS-05385,2024-10-22,Spain,Taiwan,TW2066453588,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,32750,8908.11,9563.11,55942
INV-EU-2024-05395,WO-2024-M10-05395,2024-10-22,Italy,Taiwan,TW2066647088,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,34948,594.13,623.84,3505
INV-EU-2024-05406,WO-2024-M12-05406,2024-10-22,Netherlands,Taiwan,TW2066286843,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,12451,793.81,856.06,3214
INV-EU-2024-05422,WO-2024-CS-05422,2024-10-22,Netherlands,Taiwan,TW2066929265,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,47996,13054.92,14014.84,73629
INV-EU-2024-05431,WO-2024-CS-05431,2024-10-22,Netherlands,Taiwan,TW2066571775,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,32976,8969.68,9629.2,69694
INV-EU-2024-05318,WO-2024-M10-05318,2024-10-23,Spain,Taiwan,TW2066492648,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,35605,605.3,635.56,4243
INV-EU-2024-05324,WO-2024-M12-05324,2024-10-23,Italy,Taiwan,TW2066714645,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,29588,1886.26,2034.2,12958
INV-EU-2024-05328,WO-2024-CS-05328,2024-10-23,Spain,Taiwan,TW2066891523,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42100,11451.31,12293.31,75807
INV-EU-2024-05333,WO-2024-CS-05333,2024-10-23,Netherlands,Taiwan,TW2066972723,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,22705,6175.99,6630.09,38352
INV-EU-2024-05345,WO-2024-M10-05345,2024-10-23,Netherlands,Taiwan,TW2066117538,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,30853,524.51,550.74,2334
INV-EU-2024-05370,WO-2024-CS-05370,2024-10-23,Spain,Taiwan,TW2066522855,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15622,4249.26,4561.7,32209
INV-EU-2024-05379,WO-2024-M10-05379,2024-10-23,Germany,Taiwan,TW2066667414,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,11529,196,205.8,772
INV-EU-2024-05383,WO-2024-M10-05383,2024-10-23,France,Taiwan,TW2066933931,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,41119,699.03,733.98,5578
INV-EU-2024-05388,WO-2024-CS-05388,2024-10-23,Spain,Taiwan,TW2066290416,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,48140,13094.35,14057.15,98338
INV-EU-2024-05394,WO-2024-CS-05394,2024-10-23,Netherlands,Taiwan,TW2066261793,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42090,11448.65,12290.45,72469
INV-EU-2024-05401,WO-2024-M12-05401,2024-10-23,Spain,Taiwan,TW2066777541,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,20915,1333.36,1437.93,6053
INV-EU-2024-05405,WO-2024-M12-05405,2024-10-23,Germany,Taiwan,TW2066381118,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,17544,1118.45,1206.17,8667
INV-EU-2024-05411,WO-2024-CS-05411,2024-10-23,Italy,Taiwan,TW2066389332,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,32438,8823.24,9472,41380
INV-EU-2024-05413,WO-2024-M10-05413,2024-10-23,Germany,Taiwan,TW2066505960,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,37602,639.25,671.21,4736
INV-EU-2024-05417,WO-2024-M12-05417,2024-10-23,Italy,Taiwan,TW2066191194,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,30772,1961.74,2115.6,7140
INV-EU-2024-05419,WO-2024-M10-05419,2024-10-23,Netherlands,Taiwan,TW2066942189,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,35388,601.61,631.69,3393
INV-EU-2024-05425,WO-2024-CS-05425,2024-10-23,Netherlands,Taiwan,TW2066223926,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,13467,3663.26,3932.6,23151
INV-EU-2024-05430,WO-2024-M12-05430,2024-10-23,Italy,Taiwan,TW2066125159,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,33143,2112.89,2278.61,6486
INV-EU-2024-05433,WO-2024-M10-05433,2024-10-23,Spain,Taiwan,TW2066845866,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,24722,420.28,441.29,1971
INV-EU-2024-05445,WO-2024-M10-05445,2024-10-23,France,Taiwan,TW2066407185,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,25995,441.93,464.03,2249
INV-EU-2024-05456,WO-2024-CS-05456,2024-10-23,Germany,Taiwan,TW2066741976,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,22143,6023.14,6466,38668
INV-EU-2024-05338,WO-2024-CS-05338,2024-10-24,Germany,Taiwan,TW2066439509,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,13062,3553.07,3814.31,14603
INV-EU-2024-05339,WO-2024-M12-05339,2024-10-24,Spain,Taiwan,TW2066302641,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43637,2781.86,3000.05,11850
INV-EU-2024-05341,WO-2024-M12-05341,2024-10-24,Italy,Taiwan,TW2066711342,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,39201,2499.12,2695.13,11720
INV-EU-2024-05347,WO-2024-M10-05347,2024-10-24,Germany,Taiwan,TW2066551364,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,24187,411.19,431.75,2685
INV-EU-2024-05358,WO-2024-M12-05358,2024-10-24,Germany,Taiwan,TW2066419418,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31228,1990.79,2146.93,15647
INV-EU-2024-05361,WO-2024-M12-05361,2024-10-24,Italy,Taiwan,TW2066829926,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,37250,2374.74,2560.99,10686
INV-EU-2024-05364,WO-2024-CS-05364,2024-10-24,Italy,Taiwan,TW2066687399,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,22120,6016.9,6459.3,28941
INV-EU-2024-05392,WO-2024-CS-05392,2024-10-24,Italy,Taiwan,TW2066802690,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42761,11631.21,12486.43,84791
INV-EU-2024-05403,WO-2024-CS-05403,2024-10-24,Spain,Taiwan,TW2066512843,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,12691,3452.03,3705.85,12185
INV-EU-2024-05412,WO-2024-M10-05412,2024-10-24,France,Taiwan,TW2066443571,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,17755,301.84,316.93,993
INV-EU-2024-05418,WO-2024-M10-05418,2024-10-24,France,Taiwan,TW2066693015,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,16314,277.34,291.21,970
INV-EU-2024-05427,WO-2024-M12-05427,2024-10-24,France,Taiwan,TW2066185152,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,25271,1611.08,1737.43,9247
INV-EU-2024-05436,WO-2024-M10-05436,2024-10-24,France,Taiwan,TW2066685141,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,32839,558.28,586.19,3299
INV-EU-2024-05440,WO-2024-M12-05440,2024-10-24,Germany,Taiwan,TW2066290038,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,19725,1257.5,1356.13,3835
INV-EU-2024-05448,WO-2024-CS-05448,2024-10-24,Italy,Taiwan,TW2066129468,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,27008,7346.29,7886.45,22112
INV-EU-2024-05452,WO-2024-CS-05452,2024-10-24,Spain,Taiwan,TW2066783330,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,24803,6746.58,7242.64,43987
